question,sample score,text
"Using a speciﬁc literary work, explain how a novel might inﬂuence change in society.",4,"In Harper Lee’s novel To Kill A Mockingbird, many racial issues are brought into the story for the reader to think about. I think Lee does a nice job of bringing these issues to light.Atticus Finch, a white lawyer, defending Tom Robinson, a black man accused of raping a white woman, sees that he has no chance of winning this case in this small Southern town, set in the 1940’s. Finch’s daughter, Scout, tells the story. I liked how Lee used Scout to tell the story, because it was from a child’s point of view. Scout must face prejudiced people in the novel who make fun of her father for taking this case, even though her father is respected.Many things in the novel make the reader feel horrible for the treatment of black people in this town. None of the evidence points to Tom, and even when he is shot at the end of the novel, no one seems to even care.I really believe because of this book, that many people’s ideas about race have been changed. I think that people should be treated with respect no matter the color of their skin.150  "
"Using a speciﬁc literary work, explain how a novel might inﬂuence change in society.",1,"In this essay, I will write about how a book can change peeple’s mind. If you ever read To Kill A Mockingbird, you would see why. A small girl tells this stiory and a black man is being in court because people think he rapped a wehite woman. The reader no’s this isn’t true, but the town in the south don’t believe him. When I read this I was sad because of the way people get picked on. This is my essay on changing society. Thank you."
The theme of a literary piece is the central idea or message that it delivers. Cite a speciﬁc literary work and discuss the theme.,6,"Theme is the underlying message an author presents to his or her audience. Many times the theme of a work is apparent. Often we ask ourselves upon completing a novel, “What did that character learn at the end?” We base our judgment of characters on our cultural beliefs and emotions we expe- rience in our lives. In Herman Hesse’s Siddartha, the theme seems appar- ent—fulﬁllment in life through spiritual peace.The main character, Siddartha, takes the reader on his life’s journey to ﬁnd truth and meaning in life. He decides to leave home with his childhood friend, Govinda. The setting of this story is India, with the social caste system as the motivation for his journey. Siddartha realizes that he yearns for more knowl- edge and understanding; far more that his father can provide him with. He seeks spiritual fulﬁllment and wisdom. Even though this story is set in India, the theme is universal. Just as many of us decide to go on to college to learn more about the world, and ourselves; Siddartha does the same.At different stages of his journey he acquires wisdom, learns as much as he can, and forges on to new experiences. Siddartha is not unlike a person today in our culture. Many of us challenge ourselves with new ideas and experiences. Sometimes we fail, other times we succeed. However, what uni- ﬁes us is the desire to explore the unknown. The trade-off is we may discover we are much happier after taking those risks, than if we never ventured out. This is the theme in Siddartha. It is the message that is universal. In fact, there is a very popular book out now about moving cheese. It is a metaphor for the same theme as in Siddartha. Moving out of our comfort zones into a new, unfamiliar arena, hoping to ﬁnd what it is we are looking for.Siddartha goes through both pleasant and unpleasant experiences in this novel. At one point, he acquires incredible wealth and has every material possession he could ever dream of. However, at this point in his life, he con-151  templates suicide! He has become so gluttonous that he sickens himself. He realizes material possessions cannot bring him peace. From this scene, the theme of attaining spiritual peace is strengthened. How many times have we come across people with enormous wealth, but little peace and fulﬁllment in their lives?Siddartha is a great novel and its theme is apparent. The quest for spiri- tual peace, wisdom, and self-understanding is unpredictable, but attainable through the trials of life and what it has to offer."
The theme of a literary piece is the central idea or message that it delivers. Cite a speciﬁc literary work and discuss the theme.,4,"The theme of a literary work is the main idea, or message that we under- stand. Many times the theme is not stated directly, but the reader can usu- ally ﬁgure it out. One particular novel I enjoyed reading was Siddartha by Herman Hesse. In this novel, a young man begins his life’s journey towards spirituality and understanding. This is a common theme in literature.While Siddartha is still a young man, he asks his father to explain certain things to him about life and religion. His father doesn’t have all the answers for him, so Siddartha decides to leave home and try to ﬁnd the answers for himself. He brings along his friend Govinda. This book takes place in India; that is the reason for the unfamiliar names. Siddartha and his friend encounter many new people and experiences.Towards the end of his journey, Siddartha has discovered many things about himself. He realizes that possessions cannot make him happy. He becomes aware that true happiness and peace are found inside.This theme is very common in literature. I think this is true because peo- ple everywhere go through what Siddartha did sometime in their life."
The theme of a literary piece is the central idea or message that it delivers. Cite a speciﬁc literary work and discuss the theme.,1,"Theme is where you can tell what a writer is thinking about. I think that sometimes writers like to fool with people and guess real hard to see if they can understand.In Siddartha, a book about a boy who tries to see about life, I think the theme is about a boy in India who likes to go on trips and helps people.That is my essay about theme. I hope you liked this essay.152  "
"Compare/contrast the fear of terrorism and the concern with safety issues in present day society with George Orwell’s novel, 1984.",6,"The events of September 11th shattered our belief that we as Americans are immune to terrorism and its proponents. Our society has taken for granted security and free will. However, heightened measures have been taken in public arenas to bolster our safety. With this heightened security comes the forfeiture of some civil liberties that George Orwell wrote about in his novel 1984.In his novel, Orwell was writing from the perspective of nation that recently endured a world war. Orwell wrote his novel in 1948, and simply rotated the last two digits in the year to explore what the world might be like in the future. In this world that Orwell writes about, the government has surveillance in every imaginable public space. There is also a law enforcement collaborative called the “thought police.” In this society, no one could have anti-governmental sentiment whether vocalized or inter- nalized. If you violated this law, “Big Brother” took you away. This gov- ernment, (Big Brother), supposedly gave the citizens what they needed in order to survive. In this cold, mundane society, there was always a camera somewhere watching you. I think it is appropriate to assume that this soci- ety was under Communist rule, and Orwell was indeed frightening his read- ers to the thought of such a threat. This threat was very signiﬁcant in the times this novel was written. Orwell was conveying the themes of manipu- lation of the truth and loss of identity. In our present day society, there are many parallels to Orwell’s novel.Since September 11th, our government has taken steps in order to tighten security and minimize terrorist attacks. By the same token, members of our society must forfeit certain civil liberties. For example, if you travel by air now, you must arrive extremely early before departure, your belongings are scrutinized more closely, and you may have to be patted down or asked to remove your shoes. These actions seem to be intrusive, but most people will accept them to ensure safety.Furthermore, it is becoming commonplace to ﬁnd video cameras in many public arenas. Many airports, stores, and ofﬁces install cameras for surveillance. Technology has produced cameras that are so small, they can be installed in a shirt or jacket button. Many parents install cameras in their homes to monitor activity if they must leave and hire a sitter. Many police vehicles are equipped with video recorders so that the tape might yield evi- dence in court. There are even popular television shows that air actual sur- veillance tapes. This is eerily reminiscent of what occurs in Orwell’s 1984. Although we have no thought police, nor do we live under totalitarian153  rule, our society has deﬁnitely surrendered its privacy in order to protect its freedom. Orwell seemed to understand how technology can inﬂuence soci- ety and its freedoms."
"Compare/contrast the fear of terrorism and the concern with safety issues in present day society with George Orwell’s novel, 1984.",4,"George Orwell seems to understand how our society can become discon- nected from one another.I believe since the terrorist attacks, that our sense of security has been compromised. We now have surveillance in almost every aspect of life.In Orwell’s 1984, the society he writes about is very similar to what I have learned about Communism. In this society, there is a dictator and his ofﬁ- cials. No one in this society can think for themselves or think anything anti- government. If you do, then the “thought police” will come and get you. Also, there are cameras everywhere in the city. This is similar to what our society is going through now.Since the terror attacks, our government leaders have asked us to be on alert and to endure tighter restrictions while in public places. For example, you may have to take off your shoes in the airport now, since a terrorist was caught on a plane trying to light a fuse in his sneaker that contained explo- sives.Also, if you go to a store like 7-11 or Macy’s, you can always ﬁnd a cam- era looking at you. I personally feel frightened when I see a camera every- where, but it just might be helpful to catch people who break the law.I don’t believe that our society will become like Orwell’s society in 1984, but I do feel that camera surveillance and checkpoints are very similar to the plot in his novel."
"Compare/contrast the fear of terrorism and the concern with safety issues in present day society with George Orwell’s novel, 1984.",1,"In 1984, people have no privacy because the powers to be want to know what they think and how they act. This reminds me of what happens today. I went in to a store and tried to buy some snacks. A man behind the counter started to scream at me because he thought he saw me stealing something. Also, my dad ﬂies, and he says that is hard now because all the people check everything you have and they pat you down like in the movies. I don’tthink this is fair and it reminds me of Orwells story.154  "
"Personiﬁcation is the technique wherein a non-human character is given human thoughts, feelings, and dialogue. Illustrate how this technique is used in your favorite novel or short story.",6,"Personiﬁcation is a clever technique wherein non-human characters are given human characteristics. Using this technique, the reader is able to understand how an animal feels, or what a tree is thinking, or even the most intimate thoughts of an old pair of sneakers! Rudyard Kipling’s “Rikki- Tikki-Tavi” is one of my favorite short stories. In it, all of the animals are personiﬁed, which is crucial because the protagonist is a mongoose.Rikki-Tikki-Tavi is a small mongoose who nearly drowns after a ﬂood sweeps him away from his home. A boy named Teddy ﬁnds the mongoose, and he and his mother nurse the animal back to health. Rikki never con- verses in English with his human family, however he does interact with the other animals in the garden, speaking in English. I ﬁnd this technique to be helpful in formulating the plot. For example, a mongoose’s natural enemy is the cobra. Kipling uses these two enemies in the wild and makes them the protagonist and antagonist of the short story. Throughout the story, Rikki- Tikki ﬁnds himself battling adversaries in the garden in an effort to save Teddy’s family.This story follows the archetype of the battle between good and evil. If we look closely at the plot, biblical themes are apparent. Snakes in the gar- den may remind some of the biblical story of Adam and Eve. Without per- soniﬁcation in this biblical story, Eve might not have been tempted if the serpent didn’t have the ability to speak. Although Rikki-Tikki cannot con- verse with the humans in the story, the reader is able to understand his char- acter and his thoughts. For example, before he battles Nag, the male antagonist serpent, he is cautious and a bit nervous. However, he won’t show his fear to his enemy. Only the reader understands Rikki’s character from this point of view.Rudyard Kipling was clever enough to observe what occurs in nature, blending it with personiﬁcation, and creating a timeless story of good ver- sus evil."
"Personiﬁcation is the technique wherein a non-human character is given human thoughts, feelings, and dialogue. Illustrate how this technique is used in your favorite novel or short story.",4,"Personiﬁcation is the technique where the author gives non-human char- acters human thoughts, speech, and feelings. I like how this is used in Rud- yard Kipling’s Rikki-Tikki-Tavi.Without personiﬁcation, the main character, who is a mongoose, would not be able to express his feelings. The story would need a narrator, like the kind you see on television’s Wild Discovery. Some of those documentaries show animals in the wild, while a narrator tells the audience why the ani-155  mals behave certain ways. With personiﬁcation, a non-ﬁctional event can be ﬁctionalized.For example, a mongoose’s natural enemy in the wild is the cobra. In Rikki-Tikki-Tavi, the mongoose is the hero, while the cobra is the villain. Both animals have conversations with other animals and the reader can see what they are thinking about. Rikki-Tikki is nervous to ﬁght the cobras, but doesn’t show it when he starts to battle. I like how the author lets the story unfold through personiﬁcation.Although Rikki can’t talk with his human family, he behaves like a fam- ily pet. When the cobras plot to kill the family, Rikki defends them by killing the snakes. This story follows the common theme of good versus evil. Without personiﬁcation, the story would not be so enjoyable."
"Personiﬁcation is the technique wherein a non-human character is given human thoughts, feelings, and dialogue. Illustrate how this technique is used in your favorite novel or short story.",1,"Personiﬁcation sounds like person, and that is what it means. When a writer gives something words and feelings, it is called personiﬁcation. In this essay, I will tell you about personiﬁcation.Rikki-Tikki is a animul who can talk and have conersashuns with other animuls. He ﬁghts snakes and wins! When I read this story I like how ani- mus can talk because then I can see how they feel and stuff.This is my essay on animuls and talking."
"Many times in Shakespeare’s plays, the setting changes from rural or pastoral to urban. Compare and contrast these settings. Explain the reason for the shift of scenery, using support from speciﬁc plays.",6,"Many times in Shakespeare’s works, the setting changes from a city to a pas- toral venue. Although change in setting is expected, there is an underlying reason why he chooses these speciﬁc areas. In his play A Midsummer Night’s Dream, the setting changes from the city of Athens to a forest near the city. The characters behave very differently in each setting.The play deals with marriages, love, family, and non-conformity. The Duke of Athens is about to be married to a woman who he recently defeated in war. Another element of the plot deals with a young woman whose father is demanding she marry a man she is not in love with. The woman decides to run away to the forest with the man she does love. There are two distinct settings here and I believe Shakespeare was mirroring human nature in the156  change of scenery. Often when someone is faced with a pressing problem or decision, they will retreat either physically to a quiet place to meditate, or they might go out with friends in order to take release from the issue or problem. Similarly in this play, the forest is viewed as a place of “non- reality,” or a dream world. Fairies and supernatural beings inhabit the for- est. This is a place of refuge that contrasts the conformity of the city. There are, however, similarities in both settings.Just as the Duke of Athens is marrying Hippolyta, there is King Oberon and his queen in the forest. Both couples are learning about the trials of love. There are colorful characters in both venues that keep the audience enter- tained also. One such character who lives in the forest is Puck. Puck is a fairy-type character who plays tricks on the characters and ultimately tries to teach them lessons throughout the play. One of the more famous lines from Shakespeare is found in this work when Puck states, “Oh what fools these mortals be.” There are lessons to be learned in both the city and the forest, but the forest is more of a dream world or an escape from reality.Shakespeare cleverly changes the setting in this play to expose human folly and lends keen insight into human nature."
"Many times in Shakespeare’s plays, the setting changes from rural or pastoral to urban. Compare and contrast these settings. Explain the reason for the shift of scenery, using support from speciﬁc plays.",4,"The change in setting in Shakespeare’s A Midsummer Night’s Dream is used to show contrast between a world of conformity and court life with a dream type world. Shakespeare does this to highlight human nature.In this play, there are two different worlds. One is the city of Athens where the Duke is about to be married. The city has its strict rules and con- formity. One part of the plot deals with a woman who doesn’t want to marry the man her father wants her to. She decides to run away to the forest with the man she loves. The forest is now seen as an escape from reality. In the forest, there are fairies and other supernatural beings. People also do this in real life. If someone is sad, they may go down to the beach to think or just to be alone.There is a similarity in both worlds though. There is the Duke of Athens in the city, and there is King Oberon in the forest. They both are involved with their marriages and try to help others with their problems.I think Shakespeare does a great job using the city and the forest in this play to show two sides of human nature."
"Many times in Shakespeare’s plays, the setting changes from rural or pastoral to urban. Compare and contrast these settings. Explain the reason for the shift of scenery, using support from speciﬁc plays.",1,"In this essay I will talk about shakespeare’s play a midsummer night’s dream and how this play uses the setting. The setting is the place where things157  happened. I think the woods and the city are good places for this play. One place is nice, but full of fairies and weird stuff. The city is more like real life and has real people. this is the difference of the setting in the play."
"A third type of conﬂict is called character vs. him/herself. This is also referred to as internal conﬂict, because the character must face self-inﬂicted fears and problems. Write about this type of conﬂict, using a piece of literature that you have read.",6,"In many literary works there is a central conﬂict. Conﬂict can occur in many ways. There is character versus another character, character versus an out- side force like nature, and internal conﬂict, where a character must battle themselves mentally and emotionally. Often these types of conﬂicts can occur simultaneously in a literary work. I have chosen to discuss my favorite type of conﬂict in one of my favorite plays by Shakespeare; Hamlet.Internal conﬂict is the most intricate of all the types of conﬂict. We may read about a character that must physically defend themselves against another character. Also, there are many characters that have to brave the elements and survive in life-threatening situations. For example, Ishmael, the narrator and sole survivor in Herman Melville’s Moby Dick tells the story of the giant white whale. But the most intense is internal conﬂict. In Shake- speare’s Hamlet, a young prince must battle his conscience.Hamlet, the main character, has recently lost his father. While he is still mourning, his mother marries his father’s brother, Claudius. However, Hamlet’s father’s ghost appears to him and shows him the foul play that sur- rounded his death. Hamlet learns that his uncle actually murdered his father! This is where internal conﬂict is most present. In one of the most famous Shakespearian lines, Hamlet ponders, “To be, or not to be . . . ”. Hamlet must now decide whether to take action and avenge his father’s death, or to remain passive. This decision weighs so heavily on his conscience, that oth- ers notice a drastic change in his behavior. Hamlet must decide if being pas- sive is the equivalent of being a coward. Eventually, this play comes to a tragic end, and Hamlet decides to avenge his father’s murder.I believe that internal conﬂict works ideally in literature. Of course, Shakespeare presents Hamlet’s internal conﬂict through soliloquy, and this was performed on stage, but when you are able to read what a person is struggling through, you can more closely relate to the character. Internal158  conﬂict conjures up the fears that many of us have in everyday life. Hope- fully ours are not as tragic as Hamlets were!"
"A third type of conﬂict is called character vs. him/herself. This is also referred to as internal conﬂict, because the character must face self-inﬂicted fears and problems. Write about this type of conﬂict, using a piece of literature that you have read.",4,"Conﬂict is what makes literature interesting to read. If there were no prob- lems, then the reader might become bored. One type of conﬂict is called internal conﬂict. This type occurs when a character is battling their con- science. One such character that experiences this is Hamlet from one of Shakespeare’s most famous plays.In Hamlet, the main character (by the same name), has just lost his father in a war. His father was the king of Denmark, and Hamlet is prince. Ham- let is visited by his father’s ghost and shown that his death was murder by Hamlet’s own uncle! This puts Hamlet in a really bad spot. Now he must decide whether to seek revenge for his father’s death or do nothing. Why would he do nothing? Well, his uncle is marrying his mother now. Hamlet has the toughest time trying to decide whether seek revenge. The famous quote “To be or not to be . . .” shows his internal conﬂict.Hamlet does seek revenge, but I like how Shakespeare shows what a character is thinking and what goes on in their minds. Internal conﬂict adds interest for audiences."
"A third type of conﬂict is called character vs. him/herself. This is also referred to as internal conﬂict, because the character must face self-inﬂicted fears and problems. Write about this type of conﬂict, using a piece of literature that you have read.",1,"In this essay I will talk about what is internal conﬂict. In many works of writers, a person has thoughts that lead them to make choices. You can tell what that person is thinking by reading. Hamlet had one where he did not like his uncle and his dad was ded. Hamlet had to get even with his dads killers or do nothing. So Hamlet had a hard time trying to make up his mind.I think that internal conﬂict is when you have a problem that needs to have solved.159  "
Discuss a piece of literature in which the author is also the narrator. Describe the way he or she uses actual events from his or her life in his or her writing.,6,"In literature, there are varying points of view in relaying the events. If the narrator was actually part of the events, this is called ﬁrst-person narration. When the narrator is merely telling a story, but was not part of the events, this is third-person narration. At times, a reader might be thankful that the narrator is only telling a story as the events unfold, especially if the main characters are in some sort of danger. I personally enjoy ﬁrst-person nar- ration because you are allowed into the mind of the main character. This was especially enjoyable while reading J.D. Salinger’s Catcher in the Rye.The main character, Holden Cauﬁeld, is the narrator as well. He is a very complex character who doesn’t seem to ﬁt in socially. Salinger creates the world from Holden’s point of view. Although Holden seems apathetic towards many things in his life such as his schoolwork and friends, he is a deeply sensitive character marred by his view of the world. For example, in the beginning of the novel, Holden questions why his roommates are so pop- ular and can converse so well, especially with members of the opposite sex. His insecurities are revealed so that the reader can explore his character and perhaps identify with him. If Salinger had written this as a third-person nar- ration, the reader might not understand Holden’s character as well.Even though Holden Cauﬁeld is a tragic character, and many of his actions are not the most beneﬁcial, Salinger allows us to identify with Holden’s inse- curities and private dealings, many of which the reader might identify with."
Discuss a piece of literature in which the author is also the narrator. Describe the way he or she uses actual events from his or her life in his or her writing.,4,"When the author is involved in the action in a book, it is called ﬁrst person narration. This is my favorite type of narration because you can understand what goes on in a character’s mind. A good example is J.D. Salinger’s Catcher in the Rye.The story is told from the viewpoint of the main character, Holden Cau- ﬁeld. He is a very shy, withdrawn young man who is also sensitive. He sometimes wonders if he is like other people, and he is trying to ﬁnd him- self. I think many readers can identify with Holden from time to time. I think everyone feels insecure at one time or another.I think that Salinger chooses the narrator for this novel well. If this was writ- ten any other way, we might not sympathize with the main character as much."
Discuss a piece of literature in which the author is also the narrator. Describe the way he or she uses actual events from his or her life in his or her writing.,1,"I think 1st person narrator is a nice way to tell a story. In this essay you will hear about this narrator.160  In cather in the Rye, I forget the author, the story is told by the main character, Hulden. His is a boy who is afraid of everything! I can feel the way he did sometimes.This is why I like the narrator person one."
"The coming of age theme is very popular in literature. This term refers to a pre-adolescent boy or girl going through many difﬁcult, life altering experiences in order to reach young adulthood. Using a novel you are familiar with, discuss this theme. Be sure to use supporting details and evidence in your essay.",6,"The theme “coming of age” is a common one, where an adolescent boy or girl is faced with decisions that ultimately lead them into adulthood. Barn Burning, by William Faulkner, embodies this theme with messages of fam- ily loyalty and morality.The story is set in the South, roughly thirty years after the Civil War. The main character who comes of age is Sarty Snopes, an adolescent whose father, Ab Snopes is a poor sharecropper frustrated by the post-Civil War Aristocracy. Sarty’s father is a very destructive, immoral character. In the South at this time, if a person wanted to deliver the most potent form of revenge against their neighbor, they would have someone burn their barn down. This crude assault makes perfect sense considering the main income providing lot was agriculture and livestock. If a person lost their barn where these things were stored, their lives would ultimately be ruined. Ab and his son drift from place to place, and Ab makes money as a hired “hit” for barns. His son is deeply troubled by his father’s destructiveness, but follows along out of “blood,” or the loyalty of family regardless of the activities.Throughout the novel, Sarty is faced with internal conﬂict. He knows that his father is doing something highly illegal and immoral; however, he wishes to remain loyal to family. Faulkner explores this coming of age theme with real depth and conviction, as the boy struggles with his conscience.The climax of this novel comes when the boy and his father are taken in by a warm, friendly man who provides the two with meals, lodging, and conversation. Sarty takes a genuine liking to the man; however, he knows that his father plans to burn the man’s barn down. Although he tries to con- vince his father not to commit this heinous act, Ab takes the boy in the mid- dle of the night towards the barn. Sarty makes the hardest decision of his life and warns the man. In the closing scene, a gunshot is heard and the161  reader can assume that the father has been caught and killed. Sarty has crossed the threshold of pre-adolescence and has deceived “blood” in order to preserve his morality.William Faulkner’s Barn Burning is a remarkable story of coming of age, where a boy must make the ultimate decision and thus becomes a man."
"The coming of age theme is very popular in literature. This term refers to a pre-adolescent boy or girl going through many difﬁcult, life altering experiences in order to reach young adulthood. Using a novel you are familiar with, discuss this theme. Be sure to use supporting details and evidence in your essay.",4,"Barn Burning, by William Faulkner, is a great story that has the theme com- ing of age. In this story, a young boy must decide whether to follow his father in committing unlawful acts, or listen to his own conscience.Barn Burning takes place in the South, after the Civil War. The boy, Sarty Snopes, and his father, Ab, travel from place to place, hired to burn down barns. Ab is a sharecropper who is angry at the society of the South. Dur- ing this time, it was the worst thing you could do to someone, burning down their barn. This is where a person would make all of their money, so it was the ultimate slap in the face if you wanted revenge on someone. Sarty doesn’t like what his dad does, but stays with him because it’s his family duty. He is conﬂicted on whether to follow hi father or do what he knows is right. Sarty and his dad are taken in by a man on a plantation and treated very nicely. Sarty begins to really like this man, however he knows that his father is planning to burn down his barn. Sarty is faced with turning in his father or being loyal. In the end, he turns his dad in and this is where he ﬁnallycomes of age. I think this was a very powerful story."
"The coming of age theme is very popular in literature. This term refers to a pre-adolescent boy or girl going through many difﬁcult, life altering experiences in order to reach young adulthood. Using a novel you are familiar with, discuss this theme. Be sure to use supporting details and evidence in your essay.",1,"In this essay, I will tell you about to come to age in Barn Burning. This story was wen a man and his son burn barns, but the boy does not want to do it. He tries to think about what is right, but he wants to stick with blood. His family should not snitch. Barn burning was very bad in this time near the civil war, so The boy at the end turns in his father and becomes a man. That is my essay on barn Burning."
"Discuss how the reader might sympathize with the main character in Christopher Marlowe’s Dr. Faustus, even though he sells his soul to the Devil.",6,"The familiar adage about selling one’s soul to the devil conjures up two dis- tinct images—dabbling with the occult and being granted magical gifts.162  Although most people would not want to or would not dare to cross into such dangerous territory, Dr. John Faustus, the renowned scholar in this Elizabethan tragedy, could not resist.Christopher Marlowe, author of Dr. Faustus, created a complex charac- ter in the play of the same name. This character is tragic, foolish, ambitious, intelligent, and pitied. For all the good and bad traits he has, the audience cannot help but share in Faustus’ regret at the end of the play.Faustus has mastered many disciplines and is a well-known scholar. How- ever, he yearns for more knowledge beyond the realm of what is offered. Faustus summons the occult and encounters a demon named Mephistophe- les, a servant to Lucifer. Faustus makes an offer to give his soul to the devil in exchange for twenty-four years of magic. Mephistopheles tries to dis- suade Faustus from such a fate, but Faustus persists until the deal has been made. Once this occurs, Faustus is ready to satisfy his ambitions.At this point in the play, the audience—although apprehensive about Faustus’ choice—is just as curious as he was about magic and inﬁnite knowl- edge. Faustus wants to learn the secrets of the universe. He also wants a wife. Basically, he desires the things that most humans desire, and this is where Marlowe captures the audience’s empathy. We know that what Faus- tus has done is immoral and tragic, but we want to share in this display of power as he entertains courts by summoning historical spirits. The audience has pity for Faustus when he has bouts with his conscience. For example, at one point he prays desperately to God for forgiveness, but the audience realizes that no matter how desperate or how much he pleads, the devil will make sure the contract is honored. What is particularly powerful at the end of the play is the torment and desperation Faustus experiences as he ﬁghts the clock and tries to hold back time. But, the hours and minutes close in on his fate. Colleagues ﬁnd his body the next day, and the audience realizes that he has been dragged down to hell.Although the audience can blame Faustus for summoning the occult and bringing this tragedy on himself, Marlowe creates such a complex charac- ter that he is to be pitied for his choices."
"Discuss how the reader might sympathize with the main character in Christopher Marlowe’s Dr. Faustus, even though he sells his soul to the Devil.",4,"Christopher Marlowe creates a character that can be both loathed for his attitude, but also pitied for his choices in Dr. Faustus.In this play, a young doctor with a lot of knowledge desires more from his studies. He realizes he can’t get this knowledge from earth, so he sum- mons the help of the devil. The devil’s servant, Mephistopheles, tries to163  convince Faustus that this is something he should not play around with. Faustus is persistent, so the deal with the devil is ﬁnally sealed in blood.Faustus enjoys his newly found powers, such as bringing up spirits. He does however have bouts with his conscience about his choices. The audi- ence feels pity for him because we would want his power, but we deﬁnitely don’t want his fate. He tries to bargain and pray, but it is no use. The devil ﬁnally wins at the end, and we feel sorrowful for Faustus.In conclusion, even though Faustus does something that he knows he shouldn’t have, the audience still feels pity for him when he has to trade in his soul."
"Discuss how the reader might sympathize with the main character in Christopher Marlowe’s Dr. Faustus, even though he sells his soul to the Devil.",1,"The devil in the play Docter Faust plays a trick on him because he wants to be smarter. I think that Faust is a good man that does wrong.In the play he has magic but this does not help the devil or make Faust a smart man. He must go to hell when this is done, so he feels sorry for his- self. The people who watch the play fell bad for him to. Oh, well, he made his choice in life and now he is doomd."
Discuss a hero in a literary piece that you have read.,6,"In her autobiographical novel, I Know Why The Caged Bird Sings, Maya Angelou relates her story as a poor black girl living in racially segregated Stamps, Arkansas. As the story unfolds, she describes relationships with her family and members of the community, her love of reading, her feeling of inequality, the racial prejudice she suffers, and her experiences as a single mother. What makes Angelou heroic, I think, is her perseverance over a multitude of odds.In the beginning of the novel, the reader learns that Angelou is living with her grandmother because her birth mother abandoned her. With no direction or positive inﬂuence in her life, a white woman introduced her to “her ﬁrst white love” – William Shakespeare –who befriended Angelou. Reading became an escape from her reality. In real life, she weathered many hardships on her path to adulthood. What then makes Angelou a hero?The archetype of a hero usually involves hardship, struggle, and an ardu- ous journey. When this hero reaches a certain breaking point or climactic scene, a turn of events usually brings about resolution, self-awareness, and peace. This is true in Angelou’s autobiography.164  Throughout the novel, racial prejudice is an overriding factor in her life. Even though Angelou documents her struggles against prejudice, lack of a formal education, and personal failure, she comes full circle when her son is born. She embarks on a new self-awareness and peace. There is a heroic quality about a woman who has overcome so many odds.Although Angelou is both author and subject, she embodies the spirit of a heroic character who ultimately prevailed against the odds."
Discuss a hero in a literary piece that you have read.,4,"An hero in my opinion is the author Maya Angelou. Often people think of heroes as sports stars or world leaders, but Maya Angelou is a hero.In Maya’s book, I know why the caged bird Sings, Maya is really the main character. In fact, this is an autobiography of her life. In the book she goes through many hard times and has tough choices to make. The town she is from is in Arkansas, and it is a very racially divided town. Her grandmother is also raising her. One thing that Angelou loves to do is read. She meets a woman who shows her how to read, and well!I think she is a hero because she survived being a victim. Angelou was treated poorly because of her race, she was raped by a relative, abandoned by her mother, and becomes a mother herself. Similar to a hero, she has to be brave and strong-willed.I think Maya Angelou is a great person and a true hero."
Discuss a hero in a literary piece that you have read.,1,"A hero is a person who is in comic books and things, but did you know something about Miya Angeloo?She is a writer and she came from being very poor to becoming a success.In this essay I will talk abot angeloo.Well, maya had problems because some poeple are rasist, but she made her problems beter and even rote about them. And I think she is very nice and brave i hope everyone reades about this strong hero."
Write a literary analysis of a Robert Frost poem. Include theme and symbolism in your discussion.,6,"Robert Frost’s comforting, sad, and often poignant poetry is usually ﬁlled with metaphors and vivid imagery. Perhaps my favorite Frost poem is “Stopping by Woods on a Snowy Evening.” The imagery creates a memo- rable portrait of the beauty and power of nature.165  Near the beginning, the narrator is introduced as a working man, who has stopped to rest: “My little horse must think it queer / To stop without a farmhouse near.” The narrator suggests that his days are mostly spent in labor, moving from place to place. On a whim, he stops riding to watch the “woods ﬁll up with snow.” During this brief moment, the narrator achieves spiritual transcendence and peace as he connects with nature.Throughout the poem, the narrator’s horse is a symbol of daily labor and the constant struggle of civilization. Taken from the wilds of nature, domes- ticated, and trained to obey orders, the horse no longer has any apprecia- tion of nature. While the narrator relaxes in the woods, his horse “gives his harness bells a shake / To ask if there is some mistake.” The irony here is that the man becomes even more connected to nature than the once-wild beast he rides.It’s important that this event takes place during “The darkest evening of the year” because the darkness allows the narrator to be hidden from the civilized and unnatural world he lives in every day. At the same time, the darkness of the evening is ironic because the narrator can’t really see the beauty of the woods very clearly. In this way, Frost suggests that nature’s beauty is more than just visual. It’s spiritual too. In the “lovely, dark and deep” woods, the narrator is able to fully appreciate the beauty of nature without seeing it.After his brief moment of peace, the narrator must return to the work- ing world. The line, “And miles to go before I sleep” is repeated at the end to show how weary and tired the narrator has become. Here, the “miles” represent long spans of time. He has a long time to wait before he gets home that night, and he also has a long time to wait before he reaches the ultimate sleep of death. But in this poem, the idea of death isn’t negative because when the narrator dies, he will ﬁnally be permanently reunited with the beauty of nature."
Write a literary analysis of a Robert Frost poem. Include theme and symbolism in your discussion.,4,"Robert Frost’s poem “Stopping By Woods On A Snowy Evening” can be interpreted as a man learning to appreciate nature.The poem starts out as a man in a horse-drawn carriage stops to appre- ciate the serenity of a dark, snowy evening. Although this might seem to be a simple poem using imagery, Frost sends a message about the power of nature. The man seems to enjoy the woods even more than his horse, who was probably born in the woods. It’s a dark evening but somehow the man can still appreciate the lovely forest.166  At the end of the poem, Frost says that he can’t stop to rest anymore because he has things to do. I thought this part was really sad because the man seemed so tired and didn’t want to leave.This poem has many symbolic elements in it and I enjoyed this very much."
